,gene_id,tpm_0,tpm_1,tpm_2,tpm_3,tpm_4,tpm_5,tpm_6,tpm_7,tpm_8,tpm_9,tpm_10,tpm_11,tpm_12,tpm_13,tpm_14,tpm_15,tpm_16,tpm_17,tpm_18,tpm_19,tpm_20,tpm_21,tpm_22,tpm_23,tpm_24,tpm_25,tpm_26,tpm_27,tpm_28,tpm_29,tpm_30,tpm_31,tpm_32,tpm_33,tpm_34,tpm_35,tpm_36,tpm_37,tpm_38,tpm_39,tpm_40,tpm_41,tpm_42,tpm_43,tpm_44,tpm_45,tpm_46,tpm_47,tpm_48,tpm_49,tpm_50,tpm_51,tpm_52,tpm_53,tpm_54,tpm_55,tpm_56,tpm_57,tpm_58,tpm_59,tpm_60,tpm_61,tpm_62,tpm_63,tpm_64,tpm_65,tpm_66,tpm_67,tpm_68,tpm_69,tpm_70,tpm_71,tpm_72,tpm_73,tpm_74,tpm_75,tpm_76,tpm_77,tpm_78,tpm_79,tpm_80,tpm_81,tpm_82,tpm_83,tpm_84,tpm_85,tpm_86,tpm_87,tpm_88,tpm_89,tpm_90,tpm_91,tpm_92,tpm_93,tpm_94,tpm_95,tpm_96,tpm_97,tpm_98,tpm_99,tpm_100,tpm_101,tpm_102,tpm_103,tpm_104,tpm_105,tpm_106,tpm_107,tpm_108,tpm_109,tpm_110,tpm_111,tpm_112,tpm_113,tpm_114,tpm_115,tpm_116,tpm_117,tpm_118,tpm_119,tpm_120,tpm_121,tpm_122,tpm_123,tpm_124,tpm_125,tpm_126,tpm_127,tpm_128,tpm_129,tpm_130,tpm_131,tpm_132,tpm_133,tpm_134,tpm_135,tpm_136,tpm_137,tpm_138,tpm_139,tpm_140,tpm_141,tpm_142,tpm_143,tpm_144,tpm_145,tpm_146,tpm_147,tpm_148,tpm_149,tpm_150,tpm_151,tpm_152,tpm_153,tpm_154,tpm_155,tpm_156,tpm_157,tpm_158,tpm_159,tpm_160,tpm_161,tpm_162,tpm_163,tpm_164,tpm_165,tpm_166,tpm_167,tpm_168,tpm_169,tpm_170
255,ENSG00000235847,1.0536,1.2981,0.7267,2.7661,0.5393,2.2026,2.4424,2.2721,2.2487,3.2977,2.2293,4.1472,1.0126,2.7313,2.9126,1.4643,0.5171,3.7248,3.8467,1.8054,1.4657,2.882,2.4304,2.4761,3.7856,2.3117,0.778,0.789,2.1542,0.0759,1.8514,2.5707,0.5318,0.8649,4.0987,2.6348,1.0206,4.1995,3.818,3.505,2.2264,4.8415,1.339,1.5546,1.1915,4.0049,2.2371,1.2314,0.43,1.1151,1.3899,2.728,2.8646,3.0734,0.4349,4.2112,1.3164,1.5871,2.2093,1.2995,1.8287,1.6296,1.5687,1.0796,3.4671,2.5203,1.6863,1.8116,2.0798,2.0474,2.9916,0.8772,0.6273,2.3303,3.9986,5.4154,1.2447,0.9773,4.8897,0.561,0.7408,3.679,3.7285,2.4979,3.1184,1.1527,1.9471,0.8471,3.2228,1.6748,1.2415,0.7115,2.8533,2.1451,4.8793,1.8102,4.5271,2.1524,0.9951,2.7178,1.5847,1.2372,1.3578,3.1026,2.1625,1.1032,2.2846,2.3188,2.8882,3.3238,3.7161,2.2466,0.9679,1.5449,3.1152,1.4312,1.2272,0.4595,3.0028,1.1068,0.4628,0.674,4.3791,4.8802,2.5532,2.3159,1.9967,1.3306,1.1011,6.2849,2.7232,3.2292,4.4817,5.0745,4.0091,0.9985,0.9203,4.5234,3.7978,0.4647,2.0175,3.2216,2.3493,1.2529,2.0139,0.3342,3.0375,1.2951,1.4553,0.786,0.6321,1.9441,4.5371,1.6384,3.6023,3.1416,1.0285,0.7053,2.5978,0.2184,0.7958,0.287,1.8659,1.1597,1.8283,1.2301,2.1963,1.3288,2.9059,1.2083,3.9916
256,ENSG00000235892,0.0466,0.2359,0.2788,0.1364,0.0388,0.1748,0.1454,0.0436,0.0863,0.146,0.2566,0.0459,0.1059,0.4491,0.2646,0.0991,0.1322,0.1824,0.3053,0.1979,0.0469,0.1463,0.2997,0.3851,0.1815,0.2046,0.0448,0.1513,0.1999,0.0436,0.0888,0.0411,0.357,0.0766,0.1965,0.2707,0.1468,0.0,0.1221,0.1513,0.3322,0.1348,0.0907,0.4879,0.049,0.4938,0.0,0.1968,0.099,0.2139,0.5332,0.0785,0.0,0.1725,0.0,0.6058,0.0541,0.1661,0.3912,0.0415,0.1578,0.1705,0.0903,0.2071,0.2721,0.25,0.0441,0.0386,0.4987,0.1024,0.2347,0.2019,0.0,0.0353,0.1878,0.1989,0.0448,0.0,0.0804,0.0404,0.0775,0.2861,0.298,0.0737,0.194,0.199,0.1019,0.1393,0.5299,0.1377,0.0953,0.091,0.3863,0.1763,0.4095,0.2367,0.1071,0.0953,0.2603,0.0,0.1824,0.1424,0.1234,0.186,0.1333,0.0,0.1826,0.1251,0.1662,0.0,0.3055,0.0808,0.2025,0.127,0.0578,0.3294,0.3923,0.0,0.2728,0.049,0.0444,0.0,0.2191,0.1053,0.6244,0.3998,0.3134,0.0479,0.1152,0.2379,0.1306,0.0929,0.3684,0.0503,0.0,0.1045,0.0279,0.1001,0.0971,0.1146,0.1201,0.1426,0.2503,0.2704,0.2107,0.2404,0.0514,0.0573,0.1142,0.0,0.2021,0.2432,0.0916,0.0943,0.3273,0.2009,0.0,0.0738,0.0808,0.1257,0.1145,0.0,0.2801,0.0,0.1107,0.0,0.2257,0.1176,0.418,0.0464,0.2393
257,ENSG00000236015,3.0409,2.8038,2.7455,1.4827,1.9762,3.0279,2.4688,3.4634,0.9668,3.0735,2.8754,5.9849,2.2667,1.22,1.2582,2.5249,2.8294,1.3939,6.8433,4.2338,6.5881,1.5902,4.8853,2.6679,1.8495,0.2085,1.1859,3.2896,1.1407,1.423,0.1809,1.6746,1.5587,2.3402,1.4017,2.5378,2.9917,10.5517,1.4923,5.7536,2.1271,0.5494,1.3854,1.0771,1.3971,0.3354,1.5186,0.4813,1.3109,1.8886,0.6791,3.5185,1.2596,2.0215,1.2747,3.7034,0.0,0.9305,2.1919,15.3223,2.1443,4.8637,1.1956,1.6878,2.587,2.2418,2.876,3.9336,1.2193,1.3569,3.8266,1.0286,5.1485,1.6538,1.4353,2.702,2.4628,3.6668,5.3238,0.8223,2.053,1.7488,1.2144,2.0277,5.4352,1.4868,2.6982,3.2634,4.3187,1.0287,2.3291,1.9466,4.9199,1.4372,0.7151,2.5085,3.6358,4.9504,2.5456,1.0954,2.1369,1.2572,1.6759,0.8337,4.075,2.6794,3.7205,0.7647,5.8418,8.4724,1.1204,0.6585,3.0952,2.5016,6.5984,1.6782,2.2384,5.9262,1.6678,2.2961,6.6025,6.0261,4.0184,1.6452,4.9397,2.1724,2.554,2.2428,2.817,4.2664,1.2418,1.2306,1.9706,0.9233,2.9689,2.2351,3.3508,1.632,2.6718,1.012,1.7946,1.356,2.3466,3.2137,0.7513,0.9798,1.5713,1.4017,0.6205,1.3825,3.4588,4.3608,4.1066,0.5763,1.7043,3.2744,1.5349,1.1277,4.3632,1.3655,1.9829,1.178,3.6148,3.1194,1.9181,7.6359,5.1506,1.3184,2.8394,2.3613,1.4626
258,ENSG00000236480,3.1324,3.3766,4.0928,3.0046,1.1106,5.7749,3.6288,4.5109,5.7469,5.679,4.9439,4.0932,1.1082,6.2632,3.351,2.6197,2.2206,5.0215,4.9587,2.8871,3.4053,4.9412,6.2148,4.9611,8.1553,4.8449,2.5632,2.2776,3.8746,1.1535,2.3951,3.3934,5.6716,4.2996,7.3581,4.3526,3.0717,2.2808,8.7806,2.4984,4.3366,3.2161,2.3956,3.2236,2.157,6.1628,6.3413,2.8175,4.9041,2.6692,3.8896,3.4138,4.8099,4.7971,3.0997,8.8943,3.5747,2.377,5.2762,1.3724,5.5039,4.7871,3.0812,3.8762,5.1925,5.8919,4.2252,5.3141,3.8435,3.1021,4.9542,2.5568,0.9652,2.9919,6.1012,5.3294,3.4997,1.61,6.1079,2.6661,1.5787,3.1501,7.2185,3.5307,3.7381,2.9946,3.0283,1.7635,3.5006,1.9203,1.9404,2.8051,3.988,3.3008,6.8273,5.6307,5.3047,2.6751,2.4646,5.2738,2.2592,4.1286,3.3961,6.1843,4.0616,2.746,5.5087,4.0863,3.6601,1.6482,4.8437,3.6476,2.0629,5.7801,2.4195,4.5342,6.4799,1.7953,4.5563,4.4236,3.6656,1.388,5.0668,3.1309,3.8827,4.8424,4.773,2.1605,2.7274,5.3969,7.3812,6.1894,7.0993,5.4881,2.5402,4.0259,3.6521,10.1417,4.5453,1.6406,3.3501,3.0881,4.7414,6.2518,6.1481,1.1118,4.4719,3.9768,4.9459,1.8677,1.6911,1.6603,4.7409,4.6715,7.3679,4.8659,2.0735,3.9814,3.7369,3.6434,2.08,2.0006,3.2899,3.0688,3.1705,2.0631,2.833,4.0802,3.529,3.828,7.6929
259,ENSG00000236493,0.9394,0.726,0.8579,0.6871,0.7164,0.5136,1.0576,0.8779,0.9413,1.1435,0.8614,0.4622,0.9782,1.0051,0.4442,0.6656,0.999,1.1483,0.3844,1.4948,0.4719,0.9826,1.0062,1.0343,1.0361,0.8589,0.3757,0.5928,1.2754,0.4396,0.5961,0.9657,0.9417,0.7712,2.3095,1.4544,0.7394,6.3747,1.0245,0.4232,1.0355,0.3772,0.8369,0.6826,0.9865,0.5527,1.706,0.7269,0.5815,0.7181,0.5594,0.3953,1.7295,1.0137,0.5251,0.678,0.8175,0.6272,1.1491,0.3487,1.1482,0.5724,0.8334,0.5793,0.7612,0.5876,0.9625,0.8425,1.0045,0.7739,0.7881,0.7626,0.8656,1.1847,0.8671,1.0017,1.1272,0.5664,1.8218,0.4742,0.8456,0.7684,1.4006,1.1136,0.5699,1.4475,0.9404,1.1689,1.7789,0.5393,0.3997,1.1455,0.5674,0.592,0.491,1.1128,1.1382,1.0396,0.7864,1.0665,0.6889,0.6374,0.6903,0.999,1.119,0.5328,0.3065,0.9099,0.4185,0.5584,1.2307,0.4069,0.68,0.4974,1.456,0.8295,0.6586,1.1835,0.916,1.3981,0.4471,1.2208,2.7587,0.6482,0.8632,0.8948,0.6137,0.8837,0.7736,1.2781,0.7307,0.7018,1.3142,0.2535,1.2229,0.9645,1.0293,1.0083,0.6522,1.4109,0.9408,0.3192,0.7565,1.9667,0.7074,1.2914,1.0356,1.4435,0.3195,0.6327,0.5428,0.7348,1.0764,0.4748,1.343,1.686,0.5419,0.7432,0.4747,0.5625,0.7687,0.8318,1.1755,0.7248,0.7436,0.3495,0.6062,0.7899,1.2476,1.8675,2.0886
260,ENSG00000236567,0.0,0.034,0.0,0.0394,0.0,0.0,0.0,0.0,0.0,0.0842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1184,0.0,0.0,0.0811,0.0845,0.0,0.0333,0.0314,0.0886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.0,0.0469,0.2542,5.3799,0.0352,0.0,0.0,0.0,0.0,0.0,0.0424,0.1425,0.0,0.0,0.0857,0.0,0.0,0.034,0.0,0.0747,0.0,0.0874,0.0468,0.0,0.0,0.0,0.0456,0.1476,0.0,0.0,0.0,0.0433,0.0764,0.0334,0.0,0.0443,0.0339,0.0,0.0446,0.0,0.0407,0.0,0.0,0.0974,0.0696,0.0,0.0,0.0991,0.0,0.0,0.042,0.0,0.0882,0.1206,0.2294,0.0,0.0,0.0394,0.0,0.0,0.0506,0.123,0.0309,0.0412,0.0901,0.0,0.0,0.1233,0.0356,0.0322,0.0,0.0393,0.0,0.1083,0.036,0.036,0.0529,0.07,0.0,0.0367,0.0501,0.0,0.0679,0.0382,0.0,0.0424,0.0384,0.1259,0.0949,0.0608,0.0318,0.0,0.0,0.0,0.0499,0.0824,0.0,0.0804,0.0399,0.0436,0.0526,0.0452,0.0241,0.0433,0.0841,0.0,0.0693,0.0823,0.0,0.1951,0.0912,0.0416,0.0,0.0,0.033,0.0,0.07,0.0421,0.0,0.0,0.0,0.0,0.0466,0.0639,0.07,0.0,0.0248,0.0,0.1213,0.068,0.1438,0.036,0.1172,0.0,0.0402,0.0401,0.0
261,ENSG00000236698,8.4501,11.3672,5.7317,6.6624,3.5894,5.5602,7.2866,8.7368,14.9658,13.1304,15.8257,14.8617,7.9645,15.0036,7.4815,3.6306,4.8433,13.7132,27.66,7.0566,7.4063,4.325,19.0631,9.0559,17.0758,13.0178,6.213,10.308,5.8578,5.0481,8.2144,9.3462,4.7185,9.8881,20.458,16.7003,6.7923,29.2795,17.8807,8.9417,17.5612,5.3701,7.1642,5.0162,4.5313,12.6922,10.4479,11.5337,9.5388,6.3218,8.7362,12.2548,19.7,15.2987,5.7881,8.9529,19.8163,12.4832,13.1949,4.004,14.6046,13.3098,5.9158,9.0474,5.2441,6.7477,5.7812,9.3771,6.9206,19.9449,11.3123,9.7303,18.0901,5.3055,20.9993,17.3812,13.2883,9.539,13.6365,4.0449,3.8841,9.2645,12.4068,11.9352,10.4701,4.603,7.2647,8.0534,16.3416,11.3231,10.4657,4.7351,11.5423,5.4384,6.9906,18.9837,20.9113,2.9383,7.8263,11.1162,8.9646,9.5145,7.4513,14.9127,10.965,8.2157,8.1652,16.8785,9.9312,8.4956,12.0123,14.6398,7.6129,8.6497,10.7004,14.6051,16.3348,8.3241,19.9843,15.1098,8.5559,14.9524,18.1619,13.2622,5.6641,8.7339,8.4562,7.933,9.9931,23.8487,8.2227,14.1482,11.8952,11.2571,21.7661,13.4913,11.6045,24.508,6.3656,5.4495,4.9385,8.6129,6.9489,11.1179,11.1688,3.3366,8.9184,7.9561,8.6582,5.2312,5.4533,11.6257,9.1821,5.8154,11.7765,19.3594,8.5043,8.819,9.1895,7.9121,3.9722,2.0695,8.2788,2.5726,17.7182,15.7309,8.0045,6.8026,6.8046,16.4401,21.0307
262,ENSG00000236764,1.5642,1.5823,0.935,2.1355,1.3012,1.1727,0.6502,0.877,1.736,1.6319,1.721,2.7706,2.132,3.5143,1.1834,3.9898,1.3306,1.5296,0.512,1.9911,2.8289,1.636,2.0103,0.5166,1.4612,4.1184,2.1021,2.7073,1.8776,1.1712,2.0844,2.2051,2.0526,1.0272,2.6368,3.9955,1.9698,0.0,1.9104,1.6912,1.5915,2.4114,3.6485,1.3638,1.9711,6.6253,1.8179,2.3766,3.9834,1.4348,1.3413,2.106,7.1873,1.1574,2.5178,4.0638,3.6295,1.6708,2.6239,0.5574,2.8236,1.4296,0.3028,2.7781,4.2582,5.0318,1.4793,1.5539,1.338,3.436,0.5249,2.3703,1.3836,4.2607,2.2049,5.337,1.2011,1.8861,2.6963,2.4363,2.8593,3.0705,3.1982,6.428,2.6026,4.4495,1.0249,3.2697,5.3315,1.8471,0.3195,0.9155,2.2675,2.07,3.139,3.4937,1.915,1.5977,2.095,2.6227,2.4468,2.547,0.5517,2.495,1.7887,1.2166,1.2248,2.5173,0.8361,2.2313,0.4098,6.5038,3.0569,0.8519,2.3273,7.7343,4.2108,1.7735,1.2201,1.9718,1.7865,0.9756,5.8794,0.7064,0.9855,3.5758,3.8536,0.963,0.7728,2.2344,1.168,2.8046,1.8535,9.1183,3.6651,1.7519,1.4957,1.6789,1.6288,2.3065,0.8056,1.2754,2.0152,0.3023,2.12,0.3225,1.7242,1.9227,5.3622,4.0455,0.8133,0.9788,1.229,1.5811,0.4879,2.6948,8.6619,1.485,2.4391,1.1238,0.9599,2.77,1.2526,0.7899,1.4858,0.8379,1.2111,2.3673,4.3621,1.8656,1.605
263,ENSG00000236876,30.1247,33.209,33.475,30.5066,37.5891,28.7743,58.9985,34.6485,58.4035,42.309,95.6138,55.2987,26.3213,77.1661,53.1452,70.1911,14.374,56.6501,52.1486,27.6542,28.5214,22.4188,34.7458,51.6631,81.1801,81.3504,70.6247,61.4158,55.1355,28.1945,48.5256,47.9807,58.9161,50.4078,173.3458,67.2649,25.5338,94.3451,88.9505,44.471,78.3953,59.7258,27.0258,34.8518,35.8936,134.9604,46.2902,94.8665,42.416,43.3978,43.8809,19.5001,107.5027,33.2211,83.927,110.3754,91.4099,104.6844,58.3091,26.8358,49.0201,34.4155,20.1834,42.0144,58.579,29.197,33.4217,36.9296,58.2272,75.7203,38.8806,89.6704,23.0599,35.0676,53.0816,61.7712,45.5984,24.4497,64.4118,68.1755,39.4722,53.3074,47.3809,58.1446,53.0153,48.6152,51.2453,38.0598,82.2756,75.2516,37.864,28.8199,26.9941,13.6905,37.0576,87.6373,94.8649,28.9956,38.7971,72.852,32.2842,51.8824,39.846,104.8829,51.3413,30.4156,43.0943,49.7247,11.355,23.2427,40.9832,76.2795,37.11,47.3286,43.0988,61.3836,61.4068,35.5803,80.2099,71.2052,41.9051,42.7596,107.5168,68.4612,35.5892,160.5784,33.7353,65.3912,53.6668,66.7968,68.1311,53.6675,54.347,36.2729,21.8701,50.6093,40.5084,62.803,45.2454,21.3561,35.8044,35.4289,47.8918,58.2145,38.6058,20.9053,35.123,46.2879,131.9269,52.9098,39.1596,32.0229,31.8627,35.7201,58.2751,69.866,147.7068,72.8749,47.1763,35.3801,60.7961,44.627,46.3933,47.786,53.6527,43.4473,40.3707,47.4921,55.3916,80.0361,73.1155
264,ENSG00000236942,3.3233,3.9222,2.428,2.1605,1.6587,2.0763,2.7628,3.1057,3.6885,2.3115,3.6566,2.8343,3.5232,6.0444,2.0953,4.003,2.67,2.5998,5.4391,3.0553,1.5582,1.6221,4.2712,3.293,2.2422,3.8889,4.0408,4.0744,2.8494,1.4515,5.483,2.5377,3.1496,2.9099,6.536,3.8587,0.6975,18.0405,4.2522,1.9163,3.1559,2.7751,1.9379,4.2497,1.8613,8.6023,2.575,4.6753,1.4106,4.4033,3.7996,2.2373,4.3071,2.8689,5.3495,6.7155,3.0846,3.1555,4.1812,2.9605,1.2498,1.2149,1.2865,3.935,3.8774,5.4642,2.3049,2.3844,3.7903,3.4068,2.4163,3.837,3.4296,2.5146,3.5693,3.4648,1.4887,2.1372,3.4372,3.4508,1.8409,3.8055,1.9819,4.2022,3.456,1.8907,1.4517,2.6464,6.293,3.7064,2.9414,1.945,2.2941,3.3509,3.0567,3.599,3.2211,2.0368,2.7202,2.7861,3.2491,2.0293,3.1259,4.9476,2.3224,2.1541,3.9901,1.3866,2.9608,2.5679,4.3537,3.8384,1.2027,3.4189,4.3953,7.8251,0.7455,2.9308,3.2403,5.1204,2.1087,3.2245,8.3278,0.8338,6.1073,4.4317,2.233,3.1828,3.0102,4.5213,2.6883,5.0759,2.1878,2.8701,3.7493,1.2407,2.913,2.6158,2.7686,3.8114,1.7116,1.1291,1.9029,3.6392,2.5024,3.198,3.1749,3.2681,3.7976,1.9697,3.84,3.0039,1.088,1.1197,3.4553,3.817,3.0672,2.9798,2.3032,1.3929,2.9913,3.1388,2.2178,1.3054,5.5243,1.7803,3.6454,1.3971,6.3993,2.6425,2.2733
265,ENSG00000237294,0.0,0.0872,0.103,0.0504,0.0,0.0969,0.0,0.1932,0.1434,0.1079,0.0,0.0509,0.1174,0.083,0.0489,0.0,0.0733,0.2527,0.0846,0.1097,0.0519,0.1081,0.0,0.0854,0.0,0.0,0.0992,0.1118,0.0886,0.0968,0.0984,0.0455,0.0,0.0849,0.0,0.0,0.0,3.0611,0.2255,0.1118,0.0526,0.0498,0.0,0.1352,0.1086,0.1825,0.1502,0.0873,0.1097,0.0,0.0739,0.1305,0.1827,0.0478,0.0,0.1119,0.06,0.092,0.0,0.0,0.1166,0.0472,0.05,0.0765,0.3015,0.0,0.1467,0.1284,0.0,0.0,0.0,0.0,0.2286,0.0391,0.1561,0.3674,0.0992,0.0623,0.0,0.0447,0.0,0.3171,0.1321,0.1226,0.0538,0.0735,0.0564,0.0772,0.0,0.1017,0.1056,0.0504,0.0,0.0489,0.1945,0.0,0.0791,0.1056,0.0,0.0542,0.1516,0.1052,0.0,0.0,0.0985,0.0503,0.0405,0.0924,0.2303,0.0922,0.2709,0.0896,0.0,0.0469,0.0,0.0,0.087,0.0977,0.1008,0.1086,0.0492,0.2149,0.0,0.0778,0.0814,0.1477,0.0579,0.1061,0.0638,0.0527,0.0482,0.0515,0.051,0.0558,0.2692,0.1737,0.0309,0.2219,0.0,0.0847,0.0444,0.1581,0.0,0.2497,0.0,0.0533,0.1709,0.0635,0.0422,0.0,0.1344,0.0,0.1523,0.0,0.1209,0.0,0.0596,0.0818,0.0896,0.0,0.0634,0.0,0.1552,0.0,0.0614,0.0923,0.1501,0.0652,0.2059,0.2569,0.1061
266,ENSG00000237350,9.0971,21.8621,7.5752,14.6972,7.7934,10.6886,16.5087,12.8155,18.9627,24.9321,23.5299,23.3826,10.7958,28.3272,14.1252,11.256,11.8393,19.6505,19.778,14.8353,14.7336,29.5383,22.1039,23.7686,21.2464,23.2373,18.7684,16.3038,15.3672,8.6414,10.5977,20.0983,13.5115,24.2974,41.2001,28.6927,8.1218,48.2446,21.7954,18.497,27.7681,9.5502,12.1405,12.075,11.4069,21.0876,15.189,21.4321,18.2977,12.0396,18.4346,13.2539,48.5922,32.275,16.2099,19.108,43.0059,17.1627,23.9158,10.1602,20.9867,12.4094,9.0667,13.2635,20.3301,11.6477,12.3277,14.0509,11.9048,21.9227,18.3392,21.0165,12.9111,6.0615,29.5303,27.7971,17.2037,10.4785,26.0971,13.7463,8.3487,21.6561,26.7212,28.6502,26.5453,18.9259,13.0486,13.9886,19.2833,22.5808,16.6395,6.8871,17.4337,14.375,16.5192,29.5004,27.5327,9.8471,10.3055,18.9244,11.8145,15.4763,13.8886,29.8882,21.7372,15.0494,8.6118,22.9443,15.7261,15.7373,20.2782,30.1103,6.339,21.3225,19.0241,20.1415,29.6982,14.2407,38.7899,21.9663,14.603,19.3378,22.3285,14.4104,7.1649,20.1758,17.334,14.3508,15.0938,29.2328,56.0155,12.5783,14.2125,17.8824,21.2102,21.442,20.0432,29.8761,15.5531,9.2321,12.9372,12.8707,15.4521,21.2532,17.6364,6.0196,20.2057,16.8573,20.7244,13.4981,12.5904,21.1,14.6689,21.9591,18.9521,40.3523,14.4114,12.5683,15.4092,15.4869,9.3327,6.3719,15.2228,7.0856,26.9231,13.8197,13.0101,9.5898,15.1461,16.7342,26.8889
267,ENSG00000237406,0.2756,0.1743,0.2059,0.2688,0.3439,0.1937,0.6445,0.5151,0.5736,0.4313,0.7582,0.2034,0.2348,0.5529,0.2607,0.2929,0.8793,0.0674,0.5639,0.5117,0.3462,0.3603,0.5166,0.4552,0.5364,0.7559,0.8599,0.5218,0.5908,0.1935,0.3935,0.4857,0.3768,0.4525,0.726,1.0401,1.7355,15.8123,0.4809,0.149,1.1218,0.5311,1.0715,0.3004,0.3618,0.4864,0.4004,0.4653,0.4387,0.4214,0.197,0.3479,0.9742,0.3824,0.5546,0.5967,0.6396,0.4907,0.8669,0.4297,0.5442,0.2519,0.2001,0.8159,0.402,0.1478,0.1955,0.1141,0.4421,0.6812,0.4625,0.8204,0.7619,0.4171,1.1795,0.9796,0.463,0.4985,0.0594,0.1789,0.7443,0.2536,0.1761,0.4356,0.215,0.7841,0.4515,0.4115,1.5658,0.6103,0.3518,0.3361,0.2141,0.4559,0.1729,0.5597,0.5273,0.0,0.0,0.6499,0.6737,0.2805,0.3038,0.3847,0.591,0.469,0.3777,0.1848,0.1228,0.43,0.2708,0.4775,0.1496,0.5629,1.1107,0.9735,0.3478,0.1953,0.8734,0.6515,0.4591,0.6447,0.6475,0.0519,0.597,0.5907,0.5402,0.2828,0.2553,0.3515,0.1929,0.4805,0.4763,0.5207,0.2691,0.3859,0.5765,0.5177,0.287,0.3387,0.0591,0.6321,0.4439,0.2663,0.467,0.2842,0.6077,0.1694,0.4499,0.7797,0.1791,0.2156,0.0677,0.7662,0.4836,0.2968,0.477,0.4906,0.1194,0.4332,0.2537,0.244,0.069,0.174,0.4091,0.0615,0.5335,0.6952,0.4804,0.9588,0.5656
268,ENSG00000237437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,ENSG00000237493,5.3088,8.5141,8.514,4.9245,4.3085,9.5863,6.8625,5.9292,13.2933,7.8354,5.3427,16.055,3.824,12.8836,6.6128,3.5781,6.3337,9.4964,7.6292,6.4557,3.903,10.2925,14.5613,9.0881,19.5558,11.9323,2.4859,3.5018,7.7715,6.6653,6.5322,9.8115,6.0886,8.822,19.3723,25.8591,2.8535,5.751,15.9276,5.3199,9.7492,12.6008,6.2922,7.451,6.2549,13.2543,6.2078,4.3719,7.5568,9.6998,9.4377,6.8646,12.7005,7.066,2.9527,15.4188,11.1169,4.9562,7.6024,5.306,14.7547,17.3962,5.1377,10.5405,7.0501,5.2762,7.4701,9.2189,9.9685,2.56,12.0577,7.4282,8.3038,6.0744,19.035,9.7566,5.593,3.435,13.5039,3.5854,4.9492,3.3361,10.4246,4.0932,6.0594,5.3409,9.4742,5.0267,11.0336,2.5484,7.5373,12.3779,5.7653,4.6511,10.0692,16.4327,11.2952,5.8195,3.4686,8.9557,5.3169,2.8991,11.7605,18.8985,6.0461,8.3089,12.3695,12.619,3.6916,3.0015,7.9727,5.6083,5.3422,7.2873,5.1376,10.0612,8.4965,3.9151,12.4989,7.3454,7.5176,6.192,18.5556,7.1148,11.4219,7.0302,2.7551,4.2518,7.8368,9.3806,7.614,19.3471,6.2653,7.4085,6.5738,22.9134,7.8159,10.2846,6.8767,3.9247,6.6689,9.8984,6.8118,9.3833,8.6288,4.806,10.1341,4.6158,3.2763,3.4536,5.274,4.5916,9.2836,6.2823,17.1648,11.7118,4.1828,6.249,7.4035,7.4426,5.8009,3.0956,9.7213,5.6673,11.8382,7.1676,8.0207,10.4516,4.9006,10.8105,16.4749
